transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost
6453,1,555,18/7/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
6454,1,1115,8/8/2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
6455,88,2311,22/7/2017,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.10
6456,74,2138,28/8/2017,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52
6457,39,445,18/2/2017,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
6458,60,2983,8/8/2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
6459,50,1745,1/1/2017,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92
6460,26,1084,12/4/2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
6461,56,1551,22/8/2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.90
6462,0,3239,28/12/2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
6463,79,525,16/7/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
6464,0,413,6/1/2017,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92
6465,75,583,2/10/2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
6466,10,428,13/8/2017,True,Approved,Solex,Standard,medium,medium,1945.43,333.18
6467,0,1596,20/7/2017,,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
6468,20,3324,18/8/2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
6469,24,2635,20/5/2017,True,Approved,Solex,Road,medium,large,1777.8,820.78
6470,38,1572,21/6/2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
6471,0,406,26/3/2017,,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
6472,16,2309,12/6/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6473,85,1956,17/7/2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
6474,6,2427,14/2/2017,False,Approved,Solex,Standard,high,medium,748.17,448.90
6475,6,3370,5/4/2017,,Approved,Solex,Standard,high,medium,748.17,448.90
6476,31,1530,17/11/2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
6477,45,1049,9/7/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
6478,50,328,3/2/2017,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92
6479,29,2365,29/12/2017,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
6480,72,1684,28/2/2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.30
6481,35,2664,10/1/2017,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40
6482,26,1799,8/11/2017,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
6483,74,632,19/4/2017,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
6484,53,3262,16/12/2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
6485,24,2406,10/9/2017,False,Approved,Solex,Road,medium,large,1777.8,820.78
6486,11,1812,10/6/2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
6487,53,311,17/6/2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
6488,17,2433,4/12/2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
6489,3,2590,10/11/2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
6490,38,3484,20/6/2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
6491,20,3215,29/7/2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
6492,41,2398,14/1/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
6493,54,1262,17/11/2017,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
6494,25,369,20/9/2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
6495,69,327,6/8/2017,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
6496,62,1725,12/4/2017,True,Cancelled,Solex,Standard,high,medium,1024.66,614.80
6497,81,1063,4/10/2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
6498,64,601,20/9/2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
6499,32,605,20/10/2017,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
6500,0,1665,20/7/2017,False,Approved,,,,,1957.87,
6501,59,1590,5/10/2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58
6502,90,1821,16/11/2017,True,Approved,Solex,Standard,low,medium,945.04,507.58
6503,7,1923,15/12/2017,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
6504,57,1496,6/9/2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
6505,0,2767,21/5/2017,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03
6506,6,1358,26/4/2017,False,Approved,Solex,Standard,high,medium,748.17,448.90
6507,20,674,6/9/2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
6508,79,979,30/5/2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
6509,26,3058,2/2/2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
6510,77,2411,11/5/2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
6511,59,1155,7/9/2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58
6512,32,1152,13/6/2017,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
6513,60,2088,21/9/2017,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
6514,57,2843,9/12/2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
6515,100,327,14/12/2017,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35
6516,32,2207,14/3/2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
6517,29,1365,27/5/2017,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
6518,40,1103,28/11/2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
6519,34,760,25/8/2017,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72
6520,32,1726,14/8/2017,,Approved,Giant Bicycles,Standard,high,medium,1179,707.40
6521,82,3050,9/9/2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
6522,79,1205,18/9/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
6523,95,1274,3/2/2017,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
6524,31,1270,8/6/2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
6525,79,1853,5/4/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
6526,57,109,16/8/2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
6527,67,2070,26/12/2017,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
6528,96,263,11/5/2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
6529,82,3089,20/10/2017,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
6530,35,844,15/11/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
6531,75,1385,12/5/2017,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
6532,0,3037,9/1/2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
6533,2,2532,12/8/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
6534,67,1223,29/10/2017,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
6535,10,1296,18/3/2017,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
6536,91,1651,13/3/2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
6537,1,1672,26/9/2017,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
6538,70,2164,15/9/2017,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43
6539,72,389,28/2/2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.30
6540,67,440,16/5/2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
6541,0,2697,25/4/2017,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03
6542,43,2381,29/11/2017,True,Approved,Solex,Standard,medium,medium,1151.96,649.49
6543,62,1372,24/1/2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72
6544,31,1585,1/8/2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
6545,65,2860,16/3/2017,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
6546,8,3409,30/1/2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13
6547,9,1930,19/2/2017,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
6548,46,2413,10/5/2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
6549,0,3441,21/4/2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
6550,23,3077,7/8/2017,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
6551,48,2602,6/2/2017,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52
6552,54,25,15/4/2017,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
6553,28,1178,26/4/2017,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
6554,13,2323,26/4/2017,True,Approved,Solex,Standard,medium,medium,1577.53,826.51
6555,81,3289,22/10/2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
6556,53,72,8/12/2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
6557,19,2668,29/10/2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21
6558,23,1504,23/5/2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
6559,24,2537,29/1/2017,True,Approved,Solex,Road,medium,large,1777.8,820.78
6560,8,476,21/12/2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13
6561,84,1074,6/2/2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
6562,63,2912,1/5/2017,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
6563,38,2321,22/7/2017,True,Approved,Solex,Standard,medium,medium,1577.53,826.51
6564,83,2383,2/12/2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
6565,60,1876,8/8/2017,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
6566,12,636,4/6/2017,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.60
6567,53,1758,1/8/2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
6568,43,3164,1/8/2017,False,Approved,Solex,Standard,medium,medium,1151.96,649.49
6569,32,3491,24/6/2017,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
6570,0,2251,27/6/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
6571,25,1049,5/1/2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
6572,53,3483,23/3/2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
6573,83,2014,1/9/2017,,Approved,Solex,Touring,medium,large,2083.94,675.03
6574,62,1350,5/9/2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72
6575,97,2011,25/1/2017,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.40
6576,49,2334,15/3/2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
6577,85,1824,3/3/2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
6578,63,3344,29/7/2017,False,Approved,Solex,Standard,medium,medium,1483.2,99.59
6579,0,965,5/6/2017,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.90
6580,18,2174,25/5/2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
6581,7,2427,6/12/2017,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
6582,28,2797,21/1/2017,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
6583,8,2485,1/5/2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13
6584,45,1487,13/12/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
6585,17,1351,28/2/2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
6586,21,1116,10/10/2017,False,Approved,Solex,Standard,medium,large,1071.23,380.74
6587,16,2009,11/8/2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
6588,0,451,6/4/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
6589,36,3085,21/6/2017,True,Approved,Solex,Standard,low,medium,945.04,507.58
6590,42,707,6/4/2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.90
6591,4,2625,14/5/2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
6592,0,2299,1/11/2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
6593,27,39,16/9/2017,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
6594,65,1445,12/6/2017,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
6595,97,2603,17/11/2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.40
6596,0,811,27/1/2017,True,Approved,,,,,1095.66,
6597,19,2254,22/9/2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21
6598,1,489,25/3/2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
6599,3,68,11/2/2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
6600,53,1443,8/7/2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
6601,14,1130,16/8/2017,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
6602,2,2985,22/11/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
6603,79,500,25/2/2017,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
6604,34,749,31/8/2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72
6605,40,2480,12/6/2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
6606,38,1291,14/12/2017,False,Approved,Solex,Standard,medium,medium,1577.53,826.51
6607,8,3262,15/3/2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13
6608,28,2371,14/1/2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13
6609,84,3248,16/3/2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
6610,3,3273,6/9/2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
6611,21,1727,20/10/2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
6612,1,179,9/8/2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
6613,39,2508,9/6/2017,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
6614,92,1935,3/11/2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
6615,40,2542,9/6/2017,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.90
6616,87,3081,17/5/2017,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
6617,90,3214,22/2/2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
6618,0,2048,11/6/2017,False,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84
6619,8,2671,10/6/2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13
6620,53,2449,22/5/2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
6621,37,80,5/1/2017,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
6622,59,2184,1/6/2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58
6623,86,3299,8/4/2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
6624,50,55,14/8/2017,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92
6625,30,2498,28/5/2017,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
6626,75,3090,3/1/2017,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
6627,99,1581,4/2/2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
6628,11,1205,24/10/2017,,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
6629,20,871,19/3/2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
6630,77,2214,3/12/2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
6631,90,870,18/5/2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
6632,41,367,20/10/2017,False,Approved,Solex,Road,medium,medium,416.98,312.74
6633,61,62,9/1/2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
6634,2,595,18/5/2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
6635,83,312,30/3/2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
6636,12,1991,18/11/2017,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.60
6637,47,588,20/5/2017,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
6638,97,1902,18/4/2017,False,Approved,Solex,Standard,medium,large,202.62,151.96
6639,15,374,2/12/2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
6640,36,2276,25/1/2017,True,Approved,Solex,Standard,low,medium,945.04,507.58
6641,92,1691,4/12/2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
6642,35,2438,2/6/2017,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40
6643,3,2702,5/3/2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
6644,0,1319,22/2/2017,True,Approved,,,,,1776.08,
6645,40,1004,15/3/2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
6646,5,2699,5/4/2017,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
6647,10,320,7/7/2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
6648,51,1996,27/1/2017,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.40
6649,71,473,1/7/2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75
6650,54,1477,20/1/2017,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
6651,63,3414,13/3/2017,False,Approved,Solex,Standard,medium,medium,1483.2,99.59
6652,50,2361,8/4/2017,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
6653,18,3374,5/7/2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45
6654,85,694,7/5/2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
6655,52,1776,5/1/2017,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
6656,48,3280,17/7/2017,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52
6657,4,20,1/11/2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
6658,33,2045,15/6/2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.90
6659,12,2188,7/9/2017,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.60
6660,80,607,20/9/2017,False,Cancelled,OHM Cycles,Touring,low,medium,1073.07,933.84
6661,52,1295,5/2/2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
6662,56,577,16/4/2017,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.90
6663,34,498,7/11/2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.60
6664,86,37,1/5/2017,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72
6665,62,3408,18/11/2017,False,Approved,Solex,Standard,medium,medium,478.16,298.72
6666,27,329,26/5/2017,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40
6667,97,2184,19/3/2017,True,Approved,Solex,Standard,medium,large,202.62,151.96
6668,90,523,12/12/2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
6669,94,636,29/9/2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
6670,46,2099,5/2/2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
6671,31,1250,21/3/2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
6672,94,1029,13/4/2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
6673,13,2048,14/1/2017,True,Approved,Solex,Standard,medium,medium,1577.53,826.51
6674,76,1483,20/9/2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85
6675,0,1777,8/9/2017,False,Approved,,,,,752.36,
6676,12,1886,24/12/2017,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.60
6677,62,1979,12/8/2017,False,Approved,Solex,Standard,medium,medium,478.16,298.72
6678,50,1718,9/7/2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
6679,79,1315,4/10/2017,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
6680,45,1942,21/5/2017,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
6681,55,2194,20/10/2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
6682,6,3433,23/11/2017,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
6683,92,1464,6/8/2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
6684,50,3141,21/10/2017,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92
6685,52,1454,9/6/2017,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
6686,22,640,3/12/2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45
6687,93,936,3/5/2017,,Approved,OHM Cycles,Standard,high,medium,1458.17,874.90
6688,18,2052,26/1/2017,True,Approved,Solex,Standard,medium,medium,575.27,431.45
6689,57,1274,24/1/2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
6690,72,2840,18/5/2017,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.30
6691,22,419,16/9/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
6692,96,1957,3/6/2017,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77
6693,74,2773,15/6/2017,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
6694,42,1812,7/3/2017,False,Approved,OHM Cycles,Road,medium,small,1810,1610.90
6695,14,2484,6/6/2017,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
6696,53,267,22/8/2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
6697,11,1039,2/6/2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
6698,64,1119,1/8/2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
6699,0,3126,2/8/2017,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
6700,59,2419,18/2/2017,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
6701,96,2381,5/11/2017,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77
6702,59,2512,4/5/2017,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
6703,53,1629,5/10/2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
6704,22,2872,18/5/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
6705,72,12,4/9/2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.30
6706,35,2354,31/5/2017,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40
6707,2,2266,1/12/2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33
6708,17,2527,12/9/2017,False,Approved,Solex,Standard,high,medium,1024.66,614.80
6709,40,2770,30/11/2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
6710,43,1505,31/3/2017,True,Approved,Solex,Standard,medium,medium,1151.96,649.49
6711,41,1667,14/1/2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.90
6712,82,3357,25/11/2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
6713,84,1706,8/10/2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
6714,99,2130,31/7/2017,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
6715,35,1723,5/2/2017,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.40
6716,80,2212,21/6/2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
6717,30,1985,1/4/2017,True,Approved,Solex,Standard,high,medium,748.17,448.90
6718,95,576,9/6/2017,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
6719,24,3482,12/3/2017,False,Approved,Solex,Road,medium,large,1777.8,820.78
6720,11,919,18/8/2017,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
6721,77,2229,11/3/2017,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.10
6722,19,2956,24/9/2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21
6723,45,794,5/4/2017,True,Approved,Solex,Standard,medium,medium,441.49,84.99
6724,44,1426,21/1/2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
6725,0,1115,4/4/2017,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03
6726,93,1114,27/10/2017,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
6727,81,1422,25/2/2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
6728,77,1618,17/11/2017,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.10
6729,32,439,28/6/2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
6730,86,572,1/3/2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72
6731,7,3224,19/5/2017,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
6732,58,963,12/3/2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
6733,78,3489,5/4/2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
6734,52,2454,7/9/2017,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
6735,4,3027,5/3/2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
6736,99,981,10/3/2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
6737,46,1161,18/12/2017,True,Approved,Solex,Standard,low,medium,1289.85,74.51
6738,31,931,10/3/2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
6739,69,398,21/4/2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
6740,11,3020,21/8/2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
6741,72,12,12/2/2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.30
6742,0,552,16/6/2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
6743,85,2,11/6/2017,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
6744,93,1990,19/2/2017,,Approved,OHM Cycles,Standard,high,medium,1458.17,874.90
6745,22,154,26/11/2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
6746,4,84,16/5/2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
6747,59,61,5/9/2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
6748,4,2680,24/6/2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
6749,81,1733,16/4/2017,False,Approved,Solex,Standard,medium,medium,1151.96,649.49
6750,84,3244,2/10/2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
6751,20,2533,12/12/2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
6752,38,109,30/8/2017,False,Approved,Solex,Standard,medium,medium,1577.53,826.51
6753,82,1122,1/8/2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
6754,88,2257,10/4/2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.10
6755,0,2332,29/11/2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
